Rating,Date,Review
4.0 , 5 June 2016,"Awesome camera in natural light... auto focus is good... Low light is average.. worth under 15k segment... also motorola trust... Heating problem but other mobile also get heated with that type of processes"
5.0 , 1 June 2016,"I have used it for a week or so !! To be honest I will explain it in terms of the pros and cons in detail !!The PROs:1. Very good display . Images are sharp and colors are great! Full HD at its best!2. The camera is stunning . The laser auto focus does its job too well . The HDR mode gets u the pictures with great details! The front camera is also good .I have added the pictures see it3. Graphics and processing is also good as far as I have used it runs all the games pretty well !4 . The Design is always the best when it comes to moto . The white coloured version doesn't absorb dirt as compared to the Moto g3 .5 . The fingerprint sensor it the best . Reacts immediately . and identifies in any angle u place the finger .6 . Call quality is good the mics are placed perfectly .7 . The speaker has good volume controls and better sound.8. The pure Android marshmallow 6.0.1 runs smooth without any flaws. U will surely love the smoothness. It comes with many new options like gestures and moto display. Etc...9. Faster Charing with Turbo charge 25 . u get full charge in an hour or so !10. More memory for more apps .. I suggest u go for the 32 GB model with 3 GB RAM ..The CONs :1. Too much heating on even a normal use and while charging .. I guess the future updates will rectify this .2. The  3000 mah battery doesn't perform that well .That's it people .. It is a best buy under 15k category! Moto is a trusted brand . I have used all the versions of moto g's and this is the best go for it .ThanksAny questions comment below"
4.0 , 30 May 2016,"Review in short,  for detailed review continue reading till endPros:1 good design and better build quality not the best and yes the fastest fingerprint sensor i have seen2 exceptional superfast camera3 great battery life4 turbo charger is a delight to have it goes from 20 to 60 within 20 to 30 mins mins5 gorgeous dispaly6 feels very light weight in hand7 3gb ram plus 32gb rom and a octa processor due to this combination the phone is blazingly fast and pure android is icing over cake no lag at allCons:1 moto has not done RnD on thermal, it heats a little but thats bearable compared to metal body2 in box headphones are average3 motorola swapped the data cable for turbo charger so there is no separate usb cable.Keep reading for my personal detailed review after a week of usage others dont waste time and just go for it the cons are bearable for the features it gives.DETAILED REVIEW1) BUILD QUALITY AND DESIGN 4/5Its plastic body something feel like metal around the frame, personally i dont like metal body as they are slippery i prefer comfort over style but its not good as moto x play but overall its more than good,2) FINGERPRINT SENSOR 5/5Conviniently located and amazingly fast perhaps the best, it recognizes your fingerprint from any angel and till now it never failed and recognized my fingerprint every time woww and the best part you can unlock it when the screen is off unlike iphone where you need to press the home button first.3) DISPLAY 5/55.5 inch screen with FHD makes it worth looking at it again and again crisp and clear clarity delight to watch videos great moto has upgraded from hd to fhd that's all done and dusted related to dispaly and its awesome4) PERFORMANCE 4.5/5Android updates 5/5I don't beleive in high specs rather i beleive in user experience, the specs are more than enough to handel day to day task with snapdragon octa core 617 n 3gb of ram this phone almost handels everything you through at it and muti tasking is a breeze apps open instantly and no lag at all so its a butter smooth performance and best part you get next 2 updates of Android of Android N and O and i trust moto on this as it upated moto e to lolipop and beleive me you will love the pure android interface just one thing i did not like about it moto replaced the gallery app with google photos which i did not like i have upgraded from moto e to g 4 plus the gallery app of moto is very useful. In this dept there is one drawback that after using gps or 15 to 20 mins of continuous usage of gaming or when downloading n installing many apps the phone gets a little warm but that's bearable and nothing to complain about it as this is normal. Coming to gaming i am not a big fan but it plays games like blood and glory 2 with ease and doesn't lag or frames drop so it will handel average games.5) Camera 16mp + 5mp 4/5The phones focuses and captures instantly thanks to two auto focus technology pdaf and laser auto focus for this reason it feels great to take pictures in it, daylight performance is fantastic and low light performance is more than good not the best well thats ok after all flagship phones are 2 times more costlier. Coming to front camera its more than enough for normal people if you are selfie lover go for some special selfie phone, the selfies i took were detailed and wide angel lense lets you to take more people in the frame. One thing moto has given overhaul to the camera app it has moved from basic to advanced and it also has pro mode to play with settings such as iso, white balance, exposure you feel like a pro :)6)CONNECTIVITY 4.5/5The phone has dedicated two macro sim slots and a memory card so you dont need to play the hybrid game here and after all this the phone is still slim. It has 4g lte and supports volte, it lacks nfc but i think nfc in india will take years to be used as technology for contact less payments n other features, all said it has all other basic connectivity.7)BATTERY LIFE AND CHARGING 5/5You may think 3000 mah battery is less for a 5.5 inch fhd phone but the os is optimized and for and average user like me it goes for more than a day, even if your usage is heavy it will last a full day and if you need more gaming n heavy usage dont worry turbo charger has your back you can full charge your phone in an hour. Moto says 90 mins but mine got charged to 100 in 1 hour almost every time. This is one hell of a feature u will love and the phone was exceptional right from when i opened it. At the first boot it had 67% battery then i switched my apps from old to new phone using Google setup and it started downloading over 20 apps over wifi along with synchronization and the next morning the battery was still at 20% this shows how well os is optimized.Verdict 9/10This phone you can say is best in moto g series when compared to moto g 3 it lacks curves and waterproof feature but its more sleek and flat design that makes it slim.The phone ticks all the right boxes with great display, good battery life, turbo charger, awesome camera and good build quality these are the basic things a phone should have, if you want more raw power i will suggest go with mi note 3 it has metal build snapdragon 650 which is 40% more powerful but if you are little over average user with social networking, browsing and little gaming and watching few videos then at this price 15k this phone is all you need. Just go for ittIf you liked my review plese mark it as helpful.Thanks."
4.0 , 9 June 2016,"Good mobile for my usage.. Lots of post i have seen regarding heating issue. I did not face too much heating issue. yes it gets warm during charging.. My daily usage is like 1-2 hrs of phone and whatsapp and FB..No usage issues at all. No heating issue at all. Yes may be when u play games it does. I read other mobile reviews before buying and all phones have heating issue. Turbo charge is awesome. Battery lasts for 1 days. Morning 8 AM full charge and at 9-10 PM 40% will be left for me.. Worth a buy in this range."
5.0 , 29 May 2016,"Excellent product by moto...my first piece bought from moto....can clarity is top most....even though number of apps are running mobile working fine...but getting heat if used continuously for 1-2 hrs"
5.0 , 13 June 2016,"Amazing phone. Initially heated when camera was on. Once the phone got updated. Now I don't feel that issue influenced further more. And worth every bit of penny. Battery superb and camera too good."
5.0 , 29 May 2016,"This is the best phone from moto... It's fast and touch is ultimate... Typing experience is very good. Heating issue is there but it can be ignored as most of the phones having heating issues. Other than that it is very good phone . picture clarity also awesome. Finger print sensor responding very quick. I think this is best product from moto..."
4.0 , 2 June 2016,"Phone is good however have heating issue most of the times while using phone"
5.0 , 3 June 2016,"The best smartphone in this budget. It is better than many flagship phones from other brands.The phone had arrived before time. The packing was excellent.Here are the main pros and cons.Pros:1)the speaker is loud and clear.2)the fingerprint sensor is fast3)Excellent camera with fast shutter speed.4)Excellent battery life.Cons:1)the earphones given in box is not up to the standard of the phone.A great value for money.Thanks to Amazon."
5.0 , 4 June 2016,"Awesome phoneSuperb battery backupI have been using phone from last 5 days expect little heating issues while connecting to charger for initial 10_15min it later Cools down automatically.No other  issues found"
4.0 , 11 June 2016,"At 15000 rupees moto g 4 plus is great phone. The complaint i have is of heating. When you use camera even foe photos the camera starts heating. Even while charging tge phone heats up. It doesnt have gallery we have to download. The other thing is when we open file manager the photos while opening take  a bit of time, which was Not an issue  with my earlier sony xperia phones. One of the best thing is battery, it nearly lasts through the day. For a price of 15000 phone rocks with finger sensor."
5.0 , 1 June 2016,"I have order this on the 1st night at 12:06, and got the phone on 23rd May'16. - Good Delivery.Here I discussed some pros and cons.Pros:I am not install any game in my phone (Actually I am not interested to play games), that's why phone is faster and also help me to use my apps with the help of 3GB RAM.There is no heating problem except that time when 25w Turbo charger is connected.Camera IS awesome Quality, Outdoor Photo size is 6.5MB and Clarity is superfine from rear Camera, also Front Camera is good for Selfie and Video calling. Video Capture Quality is Great with good Resolution.Camera inbuilt features are also impressive.Battery is good enough. I used average 8 hrs wifi, 4 hrs 3G/4G, 1 hr Play songs and 1 hr Play Movies. after that from 9am to 11pm my battery level is 20%.Cons: There is no LED light notification.Can't send contact as a text message (insert option not available)Call waiting and hold the waited call facility is little bit complicated."
5.0 , 14 June 2016,"It is the perfect phone under 15k it's camera is pretty awesome and it is very fast.It does heat while playing heavy games otherwise it is a very good phone.It is much better than redmi note 3"
5.0 , 5 June 2016,"Awesome phone with Good battery life(More than Average),Heating issue is resolved after OTA update.Camera performance is really good after updating camera app.Fingerprint sensor is also very responsive.It can handle almost every Game easily,It do heat while heavy gaming but its quite normal i would say.Stock android is flawless.If you want a classy phone with good performance go for it without wasting time in reading blogs and watching youtube videos."
2.0 , 8 June 2016,"after an awesome week of good usage of the phone, it's charging malfunctioned. Now, everytime I put it on charge, it shows "charging slowly" or "X hours to full charge" where X sometimes is as big as 24 hours and usually 6 hours.I called Amazon and they said, they cannot replace it as seller now doesn't have this phone available and so I have to return and order new one.Yesterday I returned my phone. and today I am going to again order this phone with fingers crossed. Will comeback to review after 2 weeks or so."
3.0 , 23 May 2016,"Hai there, i Booked a Moto G4 as soon as it went on sale, and also went with a one day delivery, hence i got the phone exactly 17hrs since sale started.Note: pls reffer else where for features of the phone(its easy to find, i would only share the usage details and not bore u with features of the phone)Now coming back to my personal review of the phone based on Usage since 5 daysIts a good phone over all. but not worth it i feel, i expected much more from moto1)Display is good AND feel of the phone is good. little hard to use in one hand, still i love big screen phones.2)FingerPrint sensor is the best, very fast n responsive, works for other apps as well such as app locks etc(which is awesome)ppl complaint about moto placing the sensor in front unlike other phone in rear, but trust me, its more easy to use in front rather than rear under regular and normal usage. Thanks to moto design.3)Battery back up is bad as per me, i get hardly 10 to 12 hours on normal usage under wifi usage.i have not used mobile data so far, i should be less than wifi for sure4)thanks to turbo charging, the phone charges really fast, hence above complaint about battery backup can be ignored, 10% to 100% in just 1 hour even less4) Camera is simply mind blowing, its worth 15k5) storage is good, 32 gb worth the cash6) 3 gb ram is more than sufficient for this phone, never laged so far in terms of memory management.7) Processor is bad, my phone freezed and restarted 2 times from past 5 days since it would not bare the load, i am worried what about further usage, since i game a lot.8) Game play is good but not Great, dint lag so far9) the worst of all above points is the heating issue, phone heats like hell, specially when u play games and reco ,rd video in full hd.i think i have covered most of the points under normal usage..in shortGOOD-Camera, Finger Print sensor,Turbo Charging, Display, 3 gb Ram, Storage 32 gb inbuilt plus expandable 128, Dual Sim, Pure Android OS for Smooth Usage.(No junk apps by stock )BAD- Processor, Battery, Heating Issue.thanks"
4.0 , 12 June 2016,"Awesome camera.No lags.calling quality Is average.overall superb in this price range but what makes the downfall to it is its heating problem.Its temperature rises rapidly outside jst after clicking some pictures or using net and the camera then takes 1 to 2 mins to a single shot.So I have returned it.But if you can compromise the heating then its a reliable mobile in this price range and also the fingerprint does not miss a single attempt and detects the finger from every angle."
4.0 , 7 June 2016,"I ve been using the mobile since a months time, up till now it seems to b too good in that price.Before purchasing i have seen no of reviews and comparisons, as said yes there is a heating problem at the speaker and surrounding area to the camera but it cools down very fast, this heating problem is quiet common in all most all the smart phones with these features.the camera quality is pretty good. Good to go product, hope for the same performance in near future too."
5.0 , 28 May 2016,"I was almost going to cancel the order after all the negative reviews but i am glad i did not. Here is what i thinkNo over heating issue - i have not experianced any overheating so far .  while charging intially it gets warm but not hot. 30 mins into it and the phone remains cool for the rest of the charging period. I downloaded almost 1gb data over wifi and it did not heatup. For most parts it did not even get warm. Same thing for long hours of chatting , browsing, music etc. So far i have not noticed any heating , hanging, throttling at all with normal use. It gets warm while using camera and gaming but not a lot. I clicked pictures, shot normal and slowmotion videos of about 3-5 mins  and it did get warm but it did not affect the performance. Normal users need not worryI think people also confuse getting warm with actual overheating issue  . For that watch digital guruji video on heating and overheating smartphones on youtube .Looks and feel- awesomeBuild - good , the volume and power button could have been a bit less rigid.Software - amazing optimization and it will only get better with updates . Stock android feels great. Got an update immediately and may be that solved the heating issue.really fast and smart use of hardware.( this is where it is better that xiome and the rest)Camera - the best. All the features are great and really fast auto focus . Slowmotion videos , panorama , hdr perform really well even in low lightCall quality - very good , no call drops or noise.Display - excellent. Adaptive brightness feature works flawlesslyBattery - with a wifi always on and heavy downloading , browsing, chatting, facebook ,And moderate camera usage and gamingThe battery lasted for 12 hours. And with normal use it went for 24 hrs. 8 hrs standby at night and i lost only 4% battery. Wifi was off. Turbo charger charged it from 0 to100% in 100 mins .And in 15 mins it charges 20 % which is really handy.Fingerprint unlock  - 100 % accurate and fastMoto features like gestures for camera , flash light, and others are more useful than i thought.This phone is good for1) heavy wifi internet users ( i have not tested it with mobile data)2) Photography enthusiasts3) people wanting reliability and brand value4) people wanting stock android and quick updatesStay away if you are1) heavy game userI hope this review helps. I will upload update to this if i face any problem. But as of now i am loving it .Update 1.0 - 3g data will hog up your battery more"
5.0 , 12 June 2016,"Best phone under 15k. The heating issues are gone after the OTA update. I have played games for more than an hour it barely heated. Fingerprint scanner is quick. Front camera is the best for large group selfies due to wide angle.Built looks premium and it's quiet lightweight. Also the Turbo charging is quick for instant battery backup.There are lot of negative views about the product but I feel it's the best stock Android phone you can get under 15k."
5.0 , 7 June 2016,"I was looking for a 3 or 4 GB RAM phone with android marshmallow, 32 GB storage expandable or more, a fast processor and a good battery and a good camera. Price was important too. I could not have asked for more for a price of  15,000. I have had no problems with the set with 15 days usage. It has fingerprint software too. Only irritating thing is that the time comes on at the slightest shake of the set, particularly as I travel a lot. I have not been able to put it off."
1.0 , 4 June 2016,"During charging, sometimes screen start malfunctioning. Also, Heating issues while charging- it feels like mobile is about to explode by heating.Apart from that, Its a good phone."
2.0 , 10 June 2016,"The phone has already started hanging, I upgraded from a Moto G2 to Moto G4 for this issue, so I am not sume how the 3GB RAM helps, also not able to sync my Microsoft Band with the Moto G4, so I am using my Moto G2 in parallel just for my Microsoft Band.Also the Phone is not able to read many of my photos and videos from my SD card.Simple functions like editing a photo, which I have taken from the same phone, keeps on going and never gets done."
3.0 , 12 June 2016,"Best thing about the phone is its camera when compare to th other mobile  in this price  segemnt.Mobile is heats up within a few minute of usage.In this lrice segment lenovo would have given more powerfull processor and metal body even though  the moto g 4 dnt look bad.Lenovo would have also given  water resistent  capability.Moto g4 is a good mobile for day today usage with prompt update  but it is priced more than it deserve."
4.0 , 11 June 2016,"The phone is very good and responsive . Yes all the heating problem that everyone is talking about is there , but it is very normal for almost all the phones .So I feel the heating problem should not bother you . Speaking of the size ,it's 5.5 inc which is a bit big ,especially for females . I ordered it for my wife and she having trouble handling it. 5 inch would have made it easier and sleeker . The built quality is good overall. The best part is the camera ,it really surprises you with quality ,especially when Moto is not known for its camera. Slow motion video are good but don't compare it to Apple . Battery life is good and the turbo charger is the best thing that has ever happened to mankind . My verdict : Buy"
5.0 , 12 June 2016,"Excellent mobile with excellent features! Just go for it.. I bet uh won't regret in future! Nd the camera is also superb! But a bit heating issue,not a big deal though!"
5.0 , 29 May 2016,"Its is true the phone get heats.But i don't find that in continues hours of browsing(4hrs), but i feel a bit warm on playing N.O.V.A 3 after 15 minites of gameplay.The Phone has reached  almost(44.5) but the intresting part is that,i do not feel that much heat on my hand.Its just feels like a bit warm.I feel no issue, even tho the phone reached at a level of 44.5,becourse of the plastic back cover.In fact am happy with the phone.## MOTO."
4.0 , 11 June 2016,"Pros:good cameraGood performanceFinger print scannerCons:cheap headphoneNo notification ledNo notification count on app icon"
3.0 , 28 May 2016,"problem which i am facing with screen which is automatically start blinking(hang) while charging. I am not able to use my phone while charging and phone heats so much"
5.0 , 2 June 2016,"The phone is worth at this price range...Back camera doesn't look like 16mpFront camera is pretty great... I loved slow motion video mode...that is just wonderful..Phone doesn't hang at all...thanks to 3gb RAM and octa core processor.Finger sensor at this price is totally unbelievable..Overall great experience with this phone...will recommend to everyone who want a feature full phone at this price range."
5.0 , 31 May 2016,"I got this mobile on 23 may and it's the Amazing phone I ever bought ... no hanging problem no bugs and battery backup is extremely good. Build quality is excellent."
2.0 , 3 June 2016,"The touch has a serious problem, where it works on its own.The battery doesn't last well and one need to carry the turbo charger which will do the job for the rest of the day.Software doesn't have good interface, not a flexible software.Didn't knew it's a lenovo product, else wouldn't have purchased this one as had a bad experience with lenovo 6000plus.Else the phone is a good one."
3.0 , 1 June 2016,"The camera and touch UI is good. But the phone has issues of heating up. It is dangerous for usage in terms of Health hazards. If Amazon can take up the matter with Motorola and give a solution, it will be of great help to the users."
5.0 , 27 May 2016,"1. Amazing camera quality secondary and prinary both2. Good battery life3. Light weight4. Fast and amazing touch5. Updated latest android version6. No heating problem7. Worth money, better then xiaomi note 3"
4.0 , 15 June 2016,"Product reached in the city in three days but Amazon took additional 2 days to deliver it, however it did meet to the estimated delivery time. About the phone, it has been working superbly. Was worried initially after reading many heating issue/review reported. But no accessive heating issue noticed so far in general usage. Haven't/wouldn't played/play any high end game though. Thumbs up for my side for the modest users."
4.0 , 15 June 2016,"It was a fast delivery. And the phone is really good. I was scared because of all those heating problem reviews. But mine doesnt have any. It heats a little when charging with turbo charger. Otherwise nothing. Good option for normal use."
5.0 , 15 June 2016,"Excellent mobileExcellent workingCamera is too goodBatry backup awesomeScreen touch is smooth and silkyTotally good features...."
4.0 , 3 June 2016,"Phone is really great and good to have. The power button is loose and we need to press hard to make it work. Camera is OK as per the price. Heating is normal."
5.0 , 29 May 2016,"Hi All,Had once again amazing service by Amazon team. Ordered Moto Gplus on 26th May, Expected date was 30th May but Delivered on 28th Noon only. Fantastic!Had full analysis of MotoGPlus. Everything is proper as described in promo and description. Fast touch lock, Super quality camera, High speed RAM, Automatically updated to Android latest update. One last thing Turbo charger is really game changer!"
4.0 , 1 June 2016,"The phone is really good. Lets talk about battery first as everyone says its becoming hot while using. It is becoming hot while charging. Especially when you connect it with laptop and charge it, it burns. But not while using. Next one is Camera. It is good and clear with several options. Front is also good. Next comes sound. It will not shout and call the crowd. But the user can hear it loud and clear. But headset sucks. If you use it, you will get ear pain and it is not omitting the outside noise while listening songs. You can still hear everything happening around you which is good in some scenarios. Finally the finger print scanner. It is placed in front with a reason. It has the speakers in front. So, you wont keep the phone upside down so that you can hear. So, if you get a message, you dont want to take it on hands to unlock and view the message. All together, the phone is worth buying."
5.0 , 14 June 2016,"This is the best phone i have used. Earlier ibwas hving samsung a7 and this is far more better than samsung a7. It is so responsive. Fingerpring sensor is so accurate. I didnt get my finger wrong even once. And overheating is not a big issue. I dont think it overheat that much that can affect the performance of phone or become hard to handle. Every phone in this world heats a bit and this also heats a bit only."
5.0 , 1 June 2016,"Good phone.. Excellent camera ..light weight.. Very fast.. Good sound.. Only battery problem.. Doesn't last long// it depends on your use.keep in mind now Lenovo takeover MOTO.there is heating issue but not much every ph have // I already use samsung galaxy s3 there is also heating issue.Moto takes almost 1;30 hr to charge full cycle//15-20% to 100%.i got it before 3days so update later."
2.0 , 23 May 2016,"Well a WRONG and UNANNOUNCED variant of the Moto G4 Plus has been shipped. I had ordered a 3GB RAM - 32GB storage variant but they shipped a 2GB RAM - 32GB Storage.Other than this, its a good handset. Good in-hand feel! Camera is great! (the pictures of the box was taken with this phone."
4.0 , 31 May 2016,"Received this mobile yesterday (30th may), Black 32Gb variant, had ordered on 22nd, when it had lot of offers, no complains that it took so many days to reach, as i am from one town in kutch, gujarat, and i didn't select fast delivery. (PS Still waiting to receive those offers)Packaging as usual by amazon was quite good, packing and box of mobile by Lenovo/motorola was very basic, decent enough, that included low quality headphone and super turbo charger, besides manual papers having details of phone in language english and hindi both through which i came to know small but important things about the phone like SAR value and from where and how to open the back side safely etc.couldn't wait to get my hands on the phone anymore, i removed company's screen guard, inserted one sim and memory card to finally turn it on, it went through the set up and within few minutes was ready to use,Mobile feels excellent in the hands but its design gives a very ordinary look that it doesn't seem like a 15K phone, considering its 2016 when even some 10-12k phones give close to premium look, lenovo have made it look more like chinese mobile, they should have retained the old style look of moto which was its distinctive feature anyways its very comfortable in holding,Using it in first half an hour i was absolutely delighted and  glad that i purchased this after going through so many options, though i have used lot of brands of mobiles but i am fan of nexus because of their stock pure raw android, one of reason why i purchased this, and whoa it didnt disappoint me one bit, the latest marshmallow works like a charm, as smooth as it can get. no customized UI, the best experience of android. also the fingerprint works like a premium phones of 40-50K, in first hour i had downloaded and started playing 2-3 games simultaneously with high graphics out of which one was very heavy, again super experience with no lag whatsoever, i had also used Wifi and browsed few websites simultaneously while playing games, multitasking with no problem and worked as good as it can, btw it took time for me to get used to no home button. audio speaker quality is nice for the price, display  too is awesome, no forward button was letdownalso during the above use i could feel mobile was getting warm, not exactly heated but the temperature was constantly increasing, checked the camera too, i am not a pro in photography but what i felt through 2-3pics i clicked that picture quality was great  even for 20k range phones, anyways it was now 50minutes of use, i decided to test the voice through the calls, i made one call and received another, each of 4-5minutes, voice was clear, headset and loudspeaker, no disturbance or anything while talking,But as soon as i was done with the second call, i noticed the mobile has started getting overheated very badly, the warm that i was feeling has turned into a heating, a heating which was far more than normal, after reading lot of reviews about its overheating i had given a second thought to my order a lot, to cancel it, since i hate overheating in the phone, but there were also reviews which said it was normal or no heating also my friends one each in mumbai and bangalore after ordering and using it were positive so in the end i had decided to go with it, hoping that mine wont have over heating problem just like my 2 friends, notice i am ok with phone getting warm or even heated with heavy use, but getting over heating beyond normal is something which i cant stand, that this phone was starting to have it, when you cant even touch the phone, unfortunately for me the fear that i had this with phone turned true,I would like to mention even when phone temperature was rising very fast from heating to over heated to beyond as bad as it can go, but the performance had no lag or there was no slowness or any effect in the working of the mobile, in fact it was working as smooth and while all this battery was going strong, no drain, nothing like that.the phone's heating was so much after 1 hour or so and soon after those 2 calls, that i felt pain/burn in my ear too because of those 2 calls, plus with phone's overheating beyond limit,  i had no option but to leave the mobile from my hands and put it away, i did exactly that before putting app cooler master on download.After about 10 minutes i again got hold on the mobile, its over heating was going down, it was on a way to become normal, at this moment i received one call, which lasted for 5minutes, that  again gave me pain in my ear, kind of heavy burning sensation, i checked the phone temperature through the app, it was 43 degree, (when it looked like it was cooling down) and after  5minutes when its temperature was 40, i  decided to play the game subway surfer, within 12-15minutes again it was reversed to go towards over heating, to the point which i had to again leave it, i checked its temp it was about 48-50. making me highly disappointed.this circle continued with its use it was getting heated badly, upto the point, that you cant hold it, although it also got cooled down quickly when you leave it for few minutes, but it took same minutes for getting heated badly, the most disappointing thing in this was that later i  was having a normal usage, it was all about few calls, and checking twitter. but its temp was constantly rising with normal use too, and should i mention you cant even talk on the phone while its heated without burning your ear.it was dinner time now, my happiness of stock android experience, smooth performance, battery, etc was thrashed by its over heating effects on my ears while on call, so high temp that it can give serious competition to an iron and oven later on with normal use too,i also decided to not receive or make any calls now and use  my other mobiles for that (nexus 5) (samsung s4), at this moment i received an update, it took considerable time to download,it must have got downloaded in 45minutes or so, as per my wifi network speed but i checked it only at late night as i got busy in some work with other mobiles in use, also anyway my excitement was killed because of overheating,so late night i checked the phone and updated the android os  properly, after which i noticed the overheating problem improved by 50-55% not fully though. and at that time 39% battery was still remaining which is excellent.same today morning, the problem of over heating was not as much as yesterday or unlike it was before that update, with modest normal usage mostly today, i went to make a call, but this time also it annoyingly gave me burning sensation in a ear, here i would like to say that all this while i also used samsung s4 and nexus5 for calls which went normally, gave no problem in my ear.overheating problem is gone by 50-55% but its still there, with  normal usage its temperature is 40-42degree, so overheating i am hopeful that it will improve with the upcoming updates, i also noticed from 10% to 100% charging is done but if my ear keeps getting burned in the calls then i will definitely return it, i will give it a chance for 2 more days for that, if any update i will do it in my review.to sum up the above review,ProsStock android with quick updatesGreat performance, best for the price. (no effect of over heating)Superb battery with turbo charger ( can last whole day with normal usage and 6hours with heavy usgae again no effect of over heating)awesome fingerprintnice cameraseparate memory card slotConsO V E R H E A T I N GHeats like a hellits not water resistantother cons like no nfc, no magnetic sensor, compass etc dont matter for me, design could have been better although it can be accepted for all other great features, overall for me only above two cons, out of which overheating mainly hence one star less.and as i said will return it if it continue to give my ear burning sensation while talking on calls, will check it for 2 days more.UPDATE -  overheating issue is almost gone (70-80%), it overheats now only while charging and with heavy usage like most of other phones, and the problem i mentioned above, pains my ear on calls only if i talk for 1 hour or so, no major issue now, i presume the update which was received by the phone worked big time.overall  i am happy now with the phone, thumbs up from my side. all looking to buy this phone shouldn't worry about overheating issue, the update will fix it. cheers.UPDATE 2 - After few days of use its turbo charger is not working as great, now it takes more than 2 hours to fully charge the phone from 15%"
4.0 , 6 June 2016,"Positives1. Awesome Camera!2. Battery Back up seems to be good.3. Turbo Charging is an added advantage.4. OTG works fast.Not to the expectation1. Earphone its below par to this class.Overall the phone works fast and 3 GB RAM makes life easier for you, if you are looking out for a phone which will not hang and works faster.It should be Moto G4 Plus."
4.0 , 9 June 2016,"Nice one moto done the best  job but camera seems to Ok not best one,seprate Gallery is not available  pictures can see in file manager and Google photos"
5.0 , 23 May 2016,"I followed the launch and as soon as the camera details were out I was blown away by the DXo score of 84. (Iphone 6S score 82)I waited for the review release(pic attached) and bought this phone just 1 minute after the launch at midnight.Camera sample image attached 100%crop &amp; original .I'm loving every bit of it.Superfast delivery by amazon."
3.0 , 12 June 2016,"Item did not arrive on the date mentioned. Amazon executives even kept on giving incorrect information regarding the status of delivery. After multiple followups the order finally arrived after a day, even though had placed the order for delivery on priority basis. Also, incorrect status was updated mentioning delivery was attempted on the given date , when nothing like that happened. Service was quite bad.However, really happy with the phone. Amazing camera. Battery life so far is great. Really nice phone at this budget. Happy with the purchase but pathetic service by Amazon."
5.0 , 2 June 2016,"Very good phone at that price with branded company everything is just awesome works fluidic because of stock android no words to describe it👌👍👌👍👌👍"
4.0 , 30 May 2016,"i like this phone. it is quite light and hady. talking about looks:- Looks is Ok as it is a plastic body phone but plastic body has one advantage, "no heating issues". Yes phone heats up a little while charging but while using it doesn't. I moved from Iphone to Android and thought of buying this phone and yes it full fill my requirements and meets my expectations. I will give 8/10 to this phone."
1.0 , 24 May 2016,"Mobile getting heating in normal usage and using wifi near speaker it getting over heating I am facing problem with replacement mobile also better to chose another mobile"
2.0 , 16 June 2016,"The finish of the device is great . Also the camera quality seems much better .BUT THE BATTERY IS NOT UP TO THE MARK ..The sold the product with a commitment of 6 hrs back up against 15 mins of charging  but this is surely not the case with my mobile .The phone is also not getting charged properly .May be a specific problem with my device ONLY . BUT surely disappointed.."
5.0 , 29 May 2016,"Really excellent mobile, worth for the money. I liked the keypad touch sensitivity , it's really fast and cool. The finger print sensor as well works very well and till now not seen any miss in detection.The download speed over wifi is really good, the RAM available to user is around 2GB apart from its 3GB.  In ROM out of 32 GB the Android OS takes 6.62gb remaining space is provided to user.Overall I would say it's worth for the money that is put on the brand with the trust as a customer , appreciate Amazon team for delivering the same on the first day itself"
2.0 , 12 June 2016,"As compare to others phone moto g4 not like that regarding to the display not accurate and sharp color production also very tidyy heating while on gaming and hanging in multitasking just finger print is awesome it fast and accurate recommended this?Noo if u have budget in 15k i would suggest u go for Samsung j7 2016 version 12k redmi note 3 and 10k meizu m3 the best smartphone yet...."
2.0 , 14 June 2016,"HAND SET IS GETTING VERY HOT DURING CHARGING AND WHILE UNPLUG CONDITION  BATTERY BACK UP IS POOR.while playing games battery is getting drain fast"
5.0 , 27 May 2016,"Was skeptical to buy it after a lot of bad reviews came up about the heating issues.But my experience has been good.. no complains uptil now"
1.0 , 12 June 2016,"I replaced this phone after one day use bcoz of sound problem. Sound was not playing while playing video and recording it. It also get hang while taking video just like blur. I got a replaced model afterb7 days wait and that even not playing well while recording video. It gets heated high while video recording  above 30 sec and even not played well. It gets hang and cracks during recording."
5.0 , 6 June 2016,"i am writing this review after 3 days of use..Pro's:Slim Built,Great Display,Decent Battery Back Up,Ultra Fast Finger print sensor,Good Voice reception and clarit,Charges quickly,True Android experience..Con's:Back cover is of plastic(very thin),Camera is averageNo heating issues..with constant use battery lasts for a day....overall decent phone..."
4.0 , 29 May 2016,"Lovely Features1.Light weight2.Simple design3.Clear dimensions4. Fastest exceptional transition effects5.Fast and loaded with good stuff.Demoralized features1.Bad Quality earphone actually painful.2.No notification lights like other moto phone has.3.Charger like heavy metal.Otherwise fancy and mind blowing 😀"
5.0 , 9 June 2016,"Excellent.Proffessional Camera, Operation fluency, Gesture Control, Colour depth, No lagging, No unnecessary MOTO apps, quick charge, larger battery backup, Lightweight &amp; Superfast Delivery from AMAZON.Turbo charge really works wonders, but mobile gets too hot while charging on turbo mode. So should avoid using charging.Overall a excellent phone to have."
