Rating,Date,Review
1.0 , 31 October 2015,"Fake tool"
5.0 , 19 July 2015,"Delivery: On time and good packing by sellers GadgetDirect and ThinkGeek.Warranty: Checked the serial number on Apple site and no problem with 1 year warranty from the date I activated phone.Performance: 10/10Stability: 9/10Consistency: 10/10Looks: 10/10Sound: 9/10Camera: 8/10Design: 10/10Privacy Control: 10/10Battery Backup: 7/10Compatibility: 2/10Overall: 8.5 out of 10.(+) Performance - Apple designs both hardware and software so even the seemingly ordinary specs deliver vertex of performance.(+) Stability - No abnormal reboot or termination of applications. This phone doesn't hang.(+) Consistency - What performance and stability you are getting today, it won't diminish with time. Your phone remains same after months and years.(+) Looks - I have Space Grey color. The appearance is ineffable, I'd call it verbatim beauty.(+) Sound - Crisp and clean. Speakers are loud enough without leaking the sound. Put it close to ears and you will hear delicate punches of bass!(+) Camera - Don't expect SLR segment. Snaps in day and night both can be tagged on decent mark.(+) Design - 4" is business elegance. Comfortable to hold and operate by single hand. This could be last offering from Apple in 4" segment.(+) Privacy Control - One must factor that this phone delivers. No application can play stunts accessing any of your information without permission.(+) Battery Backup - Around 22 hours with normal usage and WiFi on. Charging takes 2 hours.(-) Compatibility - This is where new users need to think. You can't just connect a USB cable and copy files in a trice from PC. Peering with any other phone is not available. Apple talks with Apple devices or through safe passage of iTunes. However, these constraints only give Apple the matchless stability and security.Deficiencies:Apple map is not accurate so download Google map which is a minute worth task. Siri is not fluent with Indian accent as Google voice but she tries to learn. The text keyboard has odd placement of period (.) key, it's in in numerics keypad which is bit tedious while composing emails and message. On few 32 GB handsets there may be a slight yellow tint. Apple support claims its just the color profile / variance and not an issue. Depends now on user if they get adjusted as it might make their color preference look better. I though opted a neutral one. Last, this is a very delicate gadget and need to be handled carefully or with protective covers. "A drop can result exorbitant repair charges."Final Say:This phone has the outstanding combination of consistent performance and appearance. If compatibility is not an issue then this phone by no means would let you down on the paid price. IOS 9 will enhance the performance further as it will be half the size of IOS 8."
5.0 , 2 April 2016,"there is no problem in the phone i got my delivery of phone yesteday no issues in the phone i got march 2016 production phone , the phone heats up a little while charging nut that alright ,camera works best, the box contains iphone 5s ,earpods , adapter and a usb cable ,there is also a tool within the box for sim card there is a manual in the box and 2 iphone stikers the phone was packed very well i have one complait to amazon that plz give bubble wrap instead of the new thing which u giving i ordered an induction cooker with the iphone and iphone was in a corner no issues with the phone best buy is from technokart"
1.0 , 14 October 2014,"The iPhone received was faulty. Its no good if you offer cheap price but a faulty product."
5.0 , 10 February 2016,"It's a genuine phone.Checked before unboxing the phone.Check here https://checkcoverage.apple.com/in/en/It will show 'Device not activated yet' then it is a genuine and new phone with full 1 year warranty.If it shows some info like warranty period that means its a used phone.Not sure what it will show about duplicate phone.If you face any issues after receiving a genuine iPhone you have to contact apple service center.Using this phone for more than 2 months. Didn't face any major issue.Only thing I felt is phone gets heated while using 3G."
4.0 , 11 April 2016,"Iphone looks are awesome perfomance is superbCamera is goodBut heating issue made me depressed"
3.0 , 21 January 2016,"If your priority is 4G, please check whether the model number is A1530 since this version does not support 4G in India."
4.0 , 25 March 2016,"Device had issues with the camera after 2 weeks.  I had to go to Apple Service Center to get it fixed.  Got the new iPhone and it's working fine."
3.0 , 21 December 2015,"Yes phone was a new however the charger was that of iPad. Phone may get damaged now if I charge with that charger. I think this has to be conveyed to apple and Amazon that the package was containing wrong materials."
1.0 , 14 February 2016,"PAYTM is also giving in same price and also giving 2500 cash back . I think which is more better"
2.0 , 8 April 2016,"Reduce the price.  Now the 5SE has been launched. i want to buy this phone. Waiting ffor the price to drop below 20k."
5.0 , 12 April 2016,"Sweet phone, ordered it as soon as the price dropped to 21.5K. Running ios 9.2 now, smooth and clean.Would not recommend the 16 GB version since you will definitely run into space issues very very fast. Consider the 32 GB version, the extra dough is definitely worth spending for an additional 16GB space. 16 GB works for me coz I am not a heavy app/music user. My requirement is around running basic apps with some social networking and messaging. Phone meets my requirements perfectly.Amazon service and delivery was up to the mark. No delays and good packing. So 5 Star!!"
5.0 , 27 March 2016,"Best phone experience i ever had.Prior to switching to apple i have been using android devices. They are cheaper as compared to the apple devices and have good hardware but the problem is that these devices were lagging a lot.iphone charges very quickly as compared to my android phone which had more battery as compared to apple iphone 5s but still i had to charge the device 3 - 4 times. With iphone 5s i need to do a single charge for moderate use. If i keep the device in sleep mode the battery last for more than a day.Also the look and feel of the device is very superior. Up to the mark as it is an apple deviceCamera quality is excellent.The best part of ios is that even if you 20 apps running in background it doesn't hangs. I have tried playing games with various apps running in the background but still the games runs smoothly.The reception and the voice quality is very superiorI suggest each one should try an apple device once in their lifetime"
3.0 , 12 April 2016,"Everything's good, Battery drains very fast. Hope apple fixes this bug soon."
1.0 , 7 March 2016,"defected camerahad to go to apple service centre to get letterthough amazon returned full money"
1.0 , 3 May 2016,"Apple is treating india like a dumping ground by selling this outdated 5s here. This outdated model is not selling anywhere else, certainly not in their own America! They will stop updating its software in a year or two so that customers are forced to buy their other models. Iphone 5s was a fantasic phone two years back but today ita a complete waste of money!! OUTDATED!!"
3.0 , 5 April 2016,"TRUE REVIEW :-CAMERA - ABOVE AVERAGEPERFORMANCE- VERY GOODQUALITY - EXCELLENTDESIGN - EXCELLENT/ PREMIUMWEIGHT - 112 gm VERY LIGHTDISPLAY - EXCELLENTFINGER PRINT - ABOVE AVERAGEHEATING - SOMETIMES WHEN U PLAY GAMES FOR LONG TIMECHARGING TIME - APPROX 2 HOUR FROM 0-100% CALCULATED VERY PRECISELYCHARGER - NOT A FAST CHARGER , THERE IS NO NEED U ALREADY KNOWSRATING - 1 AMPERE/5 VOLTSPEAKER - JAKHASSEARPODS SOUND - NO CAN BEAT IPHONE4G SUPPORT - YES UPTO 350 MBPS DOWNLOAD/100 MBPS UPLOAD TESTED VIA RELIANCE JIO NETWORK BY ME3G - YES2G - DEFINITELY YESCDMA - NO SUPPORT ( ASIA USES GSM SIM MOSTLY)SAR RATINGS - 1.12 BODY/ 1.18 HEAD ( OVER 1gm ) FOR MODEL A1530 WHICH IS INDIAN MODELBATTERY - ENOUGH FOR ONE DAY , HEATING ONY WHEN U USE YOUR IPHONE DURING U PLUG INTO CHARGING.WHY HEATING - ALUMINIUM MATERIAL IS USE AND NO MOBILE IN WORLD GET COOL ALL THE TIME SO DO NOT ASK OR THINK ABOUT HEATING.....JUST SMILE AND TAKE IT AS YOUR FINAL MOBILE.....CONCLUSION: THE BEAST IS UNLEASED NOW AT VERY LOW COST GET IT OR REGRET YOURSELF.....I REFER CLOUD TAIL ....... GENIUNE PRODUCT / NO DEFECTS/ NO REPLACE / ONLY MASTI ......BUT pACKAGE WAS MOKKA"
5.0 , 28 December 2015,"I have not purchased this phone from Amazon but from some other e-commerce site.To all those who have bought this phone online and are worried about the text printed behind the phone, please do not worry, the "self declaration - confirming to IS 13252 (Part 1):2010, R-4******** is being printed on all the mobile phones manufactured and sold after May 2015.It has been mandatory by the BIS (The Bureau of Indian Standards)I have a moto g3 phone and when I open the back casing the same thing is printed on it too. Same on my iPhone 6 as well.But it was not printed on my iPhone 4 because it was manufactured in 2013.Please do not worry, these Apple phones come with genuine Apple warranty for 12 months and 4 months of phone support. Buy online from a trusted seller :)The phone manufacturing month and import month is November 2015 and comes with ios 9.1 pre installed. I updated it to ios 9.2. Checked the warranty on the Apple support site and its valid till 24th December 2016 and the apple phone support till March 2016"
1.0 , 5 February 2015,"Ordered twice from Cloudtail and both times disappointed, therefore returned. Poor battery life and wifi connectivity. Dull and yellowish display. My iPhone 4 works much better than this.DONT BUY FROM CLOUDTAIL!!Waiting for the other seller to reduce price.Attached: Difference in display of iPhone 4 and iPhone 5s (taller)."
1.0 , 28 February 2015,"Weird stuff written on the back of my iPhone."
5.0 , 11 January 2016,"The best and cheap iPhone you can get now! It is just awesome it's my first iPhone and I'm really satisfied with it, as we all know that it was launched in 2013 but still as compared to other phone it works flawlessly, latest manufactured and import, warranty and service are activated, good battery life (Normal use), good and very fast camera, everything works good no issues, comes with latest version of iOS 9.2."
1.0 , 11 December 2015,"This is very disappointing that after purchasing Apple iPhone 5s 16gb getting a defective product. It is totally waste of time and money . I want my money refunded as early as possible because why a customer would suffer due to availability of defective products ."
1.0 , 25 April 2016,"S.A.W security SYSTEM--Seller Couriered imported iPhone ( which is opened the box and not manufacturer box)It does not support Indian 4g ,scratches at the back side of iphone(seems to be used phone but covered with the  double layered screen guard on both front and back sides ).No earphone with remote- although written on the box.So unless you watch carefully and you will not able to see the scratches.Unwilling to refund the crab and used phone.So,pl don't purchase from this seller if want genuine product.Pl go for other seller.No chance of negative rating."
5.0 , 16 March 2016,"EDIT: Iphone SE will be available in India from 2nd week of April while previously it was thought that India will have same launch date as US. So do wait a little more time as it will be worth the money saved.Wait for the release of the new iphone 5se on march 21 as its sure that 5s will then get another massive price cut .According to some US websites its price will be then $199 or say 12-13k in India."
5.0 , 3 April 2015,"product was 100% as per the seller and clarified all my doubt.Great seller to have a great deal"
3.0 , 5 April 2016,"i bought this for my mum expecting that apple wont lag or hang but in my surprise before even starting to register the phone, during languagse section it started to hang and i had to wait for some 7minutes for hang to get it clear then i off the phone and again this time it didn't hang but the display seems to be not responding well to the touch then i felt that i should return it right away and not take risk with it plus if i register it in my name the seller would find hard to resell it as the product serial no would be registered in my name at apple so for the betterment of all i returned n ask for refund"
5.0 , 30 August 2015,"Its awsome phone , with great camera and retina display. Even amazon is a safe place to purchase costly things. Just got my gold iPhone 5s frome amazon in awsome condition 👍🏻😄"
1.0 , 14 December 2015,"Battery backup s really poor"
4.0 , 19 October 2015,"product is geniune but poor packing ! i never expect this kind of packing for costly items! any way thanks for the offer thats it!"
5.0 , 9 November 2014,"Talking about the positives of this phone is not necessary because most people already know it! The phone was in good condition,the delivery was prompt,no hassles..the gold iphone has a sexy look to it and at just 38K it was more than just worth it! This phone is for folks who just wanna get their work done without any issues or delay! If you want 100 latest features as and when they come,you need an android device but if you want the relatively new features to work 100% without fail or any glitches ios devices wont disappoint you!"
1.0 , 19 November 2015,"Worst experience, Purchased IPhone 5s 16 GB and found Microphone is not working."
5.0 , 24 March 2016,"Step 1. Stop comparing it with same range android phones.Step 2. Close your eyes.Step 3. Buy this phone."
2.0 , 24 October 2014,"IPhone 5s does not need a reveiw, all I'll talk about is amazon and it's vendors.Order from seller gabbardeals.com if there is not much price diff from other sellers.Never every buy from Gadget Direct, they are not worth it, they don't respect there customer, the product was super delayed, was meant as a gift for somebody on his b'day, while placing the order the estimated deliver date was 11th October, b'day was 13th, I received the phone on 14th, that too after chasing them and following them like crAzy!Order was placed on 6th October, who in the world waits so much for a new phone?They have no courtesy at all, say big no to Gadget direct, and make sure your product is sent by Amazon Transport Service and not by blue dart, blue dart, was the courier company which delayed the product.About phone a brief!Price: 34,240 and 34,282 (5th and 6th October 2014)Features: best in classTouch: superbTouch ID/fingerprint scan: far better than expected.Battery is really nice as compared to Samsung and other androids.Online Video streaming is amazing.Phone is a value for money.Max price to buy this phone should not be more than 38k."
5.0 , 24 March 2016,"Absolutely loving this product. I am new to apple environment and still leaning few tricks. Amazon delivered this product before time and yes this is brand new Iphone with manufacturing date of Jan 2016 with pre installed IOS 9.2. This is a genuine product as I have confirmed this from apple site.32GB Iphone 5S below 25k is worth a deal."
5.0 , 30 November 2015,"Excellent product and fully covered with Apple India warrenty don't hesitate and buy the phone from amazon only"
5.0 , 18 May 2015,"I selected 1 day delivery and got it. The phone came packed in original Apple packing--exactly like it would be in any Apple store worldwide. I could set up the phone in 15 minutes and update to new IOS 8.3. I have other iphones and this one is for my son. We use the same Apple user ID so I don't have to buy the apps I have purchased earlier. My apps synced with iCloud and setting up the new phone for use is very easy. Would recommend all to buy the iphone 5s from Amazon."
1.0 , 21 February 2016,"the apple stores are not helping with the warranty of the phone...."
2.0 , 27 January 2016,"Product seems good.  Operating as per expectations.  However, battery issue is there.  It Drains in 6 hours and charges very slow. Someone in reviews also mentioned the charger they are delivering is of some other apple product and not that of iphone. I m nt returning it back.  But also not sure how genuine is this product. Packaging also sucked,  considering the only thing to absorb a shock while delivery was a loosely packed corrugated box on the iphone."
5.0 , 13 October 2015,"Right after receiving the product you can check if the product is genuine or fake just goto https://selfsolve.apple.com/agreementWarrantyDynamic.do and enter serial number of your iphone if u are doing above procedure before even switching on your iphone they it will give a msg "No details for the above product found" else it will show you today's date and under one year of warranty."
4.0 , 21 November 2015,"Phone is in good packaging. Regarding the performance, I don't have to say much as we all know that iPhone perform really well. Best phone design Apple has made so far."
2.0 , 28 May 2015,"I received this phone on the 24/5/2015. I was very excited but just after 3 days of usage the phone is overheating very quickly and in app sounds have just dissapeared. There is no volume in any of apps but the ringtone and everything are still working. It's overall a superb phone by apple but something faulty with the retailer maybe. I would still recommend this phone but maybe not from Cloudtail. I'm gonna talk to Amazon about this...."
2.0 , 14 March 2016,"Very slow expecting to get it change and sometimes get stuck"
1.0 , 5 April 2016,"Pls don't do cheating , I have ordered iPhone 5s through guys because of best price and when opened the packet ,we were shocked as phone screen was damaged."
1.0 , 17 January 2016,"I think that there is some problem with the apple iphones avalable online me and my frnd both purchased mobile online and both are not working properly"
5.0 , 4 April 2015,"It was an awesome delivery by amazon and a nice product"
2.0 , 15 March 2016,"The price of the phone will be down by 14k so dont buy now just wait for it."
5.0 , 6 March 2015,"Seller is awesome! Ordered the phone on FEB-25 and got it on 26. Genuine Product.Model A-1530 - compatible with India LTE band and has One year warranty.I was and Andriod user for 3 years. Got fed up with the Lolipop update. It made my phone (Moto g 1st Gen) slower.Hence went for the iphone.Pros:App interface is different from Android, its simple.Camera is awesomeStandby time is really awesome!you wont be disappointed.Cons:Compared to Android it is IOS is little restricted :) , you will get used to ititunes is something which I am still getting used to.Its does get heated up after heavy usage, which is normal with any product.Since it is a metal body the intensity is slightly more. It also depends on the room temp.Battery life: it varies from 4hrs to 10hrs depending on how heavy the usage is. There are days when I have got it for 17hrs as well. Don't worry about it."
5.0 , 12 March 2016,"i phone 5s new model , i phone SE Will releaee this month 21st... which costs around 28,500, so the existing model 5s will available at a price range of 14- 17 in coming months..."
1.0 , 14 February 2016,"my iphone getting hot while charging and battery life also not good and touch also not good amazon given me old iphone and cheated me i need my phone should be corrected"
5.0 , 16 March 2016,"This was my second iPhone that i'm purchasing. Previously I had iPhone 3GS which was a long back. I had a lot of confusion whether to buy iPhone 5S or not because I thought it may be outdated released on 2013. So, I had a confusion to buy on 2016. But iPhone and iOS simply cracked it. It looks premium and 100% genuine from the seller CLOUDTAIL. It was manufactured on FEB 2016 preloaded with iOS 9.xxDesign 10/10Look and feel 10/10Display 9/10Speed 9/10Future proof 8.5/10If you're ok with the 4inch display costs around 18k @ 2016 (might get reduced even) as a cheery on top you're holding an iPhone just imagine. Go for it you will never regret it"
5.0 , 8 April 2016,"Delivered  product  was good and well packed. but i dont know how they  treat  one year warranty and additional warranty . Wait and see"
5.0 , 26 March 2016,"Delivery as promised. Same dat matlab same day. How do you manage juat amazes me... Amazon is awesome. Cloudtale retailer is trustworthy. Bought from them many times even before.This phone is amazing. Best phone ever. For 17500 I could not have expected a better quality of phone. I agree there are better RAM, memory, etc available but believe me this is more than enough.I charge phone at night and, in Mumbai with fluctuating range, battery is at 62% at 9 pm. Do I care if it is just 1500mAh?Phone never hangs. And no limit to multitasking.  It doesnt matter if it is not 2GB or 3 GB.Display is awesome. Camera fantastic. Screen size takes time to get used to. But believe me no complains.Remember this phone people were lining up to buy for 40-45 thousand rupees. This 17500 is great!!!Better this phone than useless Chinese companies which dont even last a year ( my Xiaomi). Better this phone than expensive phones worth my monthly salary."
5.0 , 30 December 2015,"I bought 5s on 24th dec 15 through Amazon.in. As usual, got a brand new genuine product (verified on apple service center &amp; apple website) before the committed date. Here is my experience with it since then.Please note that I used to be an Android user earlier &amp; used IOS for the very first time.HARDWARE:Look: 9/10Feel in hand: 9/10Camera quality: 8/10Screen Size: 10/10 (Personal preference however. I love 4' screen size)Screen quality (Sharpness, Responsiveness, Sunlight legibility): 9/10 (Good viewing angles)Weight: 9/10 (Feels solid yet easy to carry)Accessibility: 10/10 (Single handed use)SOFTWARE:IOS Operating System: 9/10 (Easy to use but not very customizable, however very fluid &amp; doesn't hang)IOS Echosystem: 9/10 (Well connected, as per my personal &amp; business needs. More than sufficient for most of us, I guess.)Sound Quality: 10/10 (Excellent quality seen in a mobile device, not like HTC boom sond but comparable)Network Reception: 9/10 (Clear &amp; crisp)App Store: 10/10 (Got all apps I generally use)Battery: 9/10 (I consider myself a heavy user as my business depends on my phone but strangely it plays smooth for a full day (with wifi on, always) also, It does not get warm while charging, however it does while playing games (heavy games))So as you can figure out, I am happy on my decision to switch to IOS. I hope this review would be helpful in the decision making process for new users."
5.0 , 24 December 2015,"I ordered my Apple iPhone 5s Silver 16GB on Christmas day i.e. 25th Dec 2015 at 3:30 PM. I applied for the 1-day delivery at the checkout and sealed the deal. To my amazement, I received the phone in Delhi properly sealed and in a great packaged condition at 4:30 PM the next day. That was really very swift from both the seller and the delivery people. Received my phone in dot 25 hours was indeed impressive. Now coming to the iPhone, let me reiterate that it is an amazing machine and here is a fun fact. It was the last Apple device Steve Jobs worked on. And we can see for ourselves how badly iPhone 6 and 6s have fared. The 4-inch screen is a bliss and the grip on the hand is great. Even the pocket feels nice and easy when the iPhone is in it. Not like the bulky brick sized plus editions. Now coming to the battery. I got a Nov 2015 phone. Thats means I received a new iPad like charger which has a rating of 10W rather than the old chargers that used to come with the iPhone launched in Sep 2013. The old charger had a rating of 5W. So I can call myself lucky to charge my phone in a short span of time. Regarding the storage I reckon 16GB is good amount of space as I usually have my device connected to my iPad and Macbook. So shifting and clearing space is not an issue. I was previously using Moto G 3rd Gen and I agree the battery backup of the iPhone is no match to that of the Moto. But be rest assured that the iOS 9.1 that comes preloaded with the phone is fun. It's smooth and really very user-friendly. Lastly, if you guys are confused about the colour, let me tell you that the Champagne Gold colour and its production has been officially stopped by Apple. So unnecessary hoarding and demand-supply factors have led to an exorbitantly high price approx 6-8k higher than Silver and Space Grey. Don't go for Space Grey as it is after all an iPhone guys and you don't buy a Jaguar to keep it in the garage forever, would you? So my suggestion is that go for the Silver colour. It definitely looks more upmarket than the other two options. Enjoy with the purchase guys! Apple won't let you down!!!"
5.0 , 18 December 2015,"Firstly when I ordered it for just 21.49K i was very exited to have it! But then after ordering i read some fake reviews that were on to amazon wich said they received fake device! Wich was all fake reviews the device that i got was 100% genuine no doubt!!!Now about the device...its been 2 years since 5S was launched and still it runs the lattest version of iOS 9.2 that awesome about iOS still there are very minor lags wich you will barely notice! It handles my everyday work perfectly!! No doubt you won't regret after buying!!! The camera is good! The touch ID its very useful I really don't remember when I unlocked my iPhone with passcode last!! And it's also remarkably thin and light!! Best phone after all its apple!! I had a one plus 2, moto x play, nexus4,moto g 3rd gen and a yu yureka! And its sad that i wasted my money on shuch s***ty android devices now I know iPhone just for once cost much but is u get a gr8 deal on that you won't and shouldn't stop!!! Love this phone!!! Thanks Tim!!:)"
1.0 , 1 October 2015,"Hi.After using it for 1 week.I don't think it's wise to spend 30 k on this product. The phone heats up quite easily. You can iron a cloth. Battery back up is horrible. With 3/4G on it can hardly last for more than 5 hrs. Not recommended.God knows what for people appreciate this phone so much."
5.0 , 24 December 2015,"Reseller feedback - Though I received my iPhone without any delay however outer packing was pretty ordinary however product was intact. It was properly sealed and courier guy helped me opening the pack so that we can check any damage. Must improve packing "Thebluedeals" reseller.Product Review - I received the phone on 20th Dec'15 and so far the phone is working fine with no issue. Post activating I checked the serial number on apple website and this is a genuine purchase. It is brand new genuine apple iPhone in sealed box with accessories having apple India warranty. I did not have any problem till date.Price Deal - I got this product for rs 22500 which is lowest prices in past 2-3 weeks comparing (Amazon, Snapdeal &amp; Flipkart).Recommendation - Guys must check re-sellers feedback &amp; rating. And believe me you can trust Amazon.com and beware of fake feedbacks.Thank you Amazon for a great deal and awesome product."
5.0 , 10 May 2015,"Earlier I used to think why people use to spend 40k-45k just for a 5-inch mobile phone..But using for about 1 month, I found the reason behind that. I liked the shape and design, metallic back panel especially, its OS and display, feature of touch ID and facetime, front HD camera. Now I think I've wasted 4 years using Android. A must buy for those, who just not use their phones but love them."
5.0 , 21 April 2016,"Can't complain anything. If you are looking for specs , you are looking at a wrong product, but if you are looking for smooth uninterrupted performance, this is the phone to go for. Coming from android, I really enjoyed the apple experience to say the least.Definitely going to be an IOS user from now on. The build is just sturdy, compact and appealing."
3.0 , 31 October 2014,"After working fine for few days.  Phone started to hang on to camera app.  WhatsApp is not working smoothly pics are taking too much time and uploading getting failed also.  Something is wrong.  Talked to Amazon customer care.. As now 10 days are over so I need to visit apple store.  Hopefully they will the accept product as genuine and do the needful."
1.0 , 30 March 2016,"Defected piece. Battery drains off too quickly"
5.0 , 25 April 2016,"One of the sexiest cell out there....!Owned it from a local authorised dealer for 21k (unlocked)Just go for it .!"
5.0 , 24 November 2015,"I first ordered the iPhone on paytm but they are bad and they provided me defective set. After that I shifted again to Amazon because I trust them! And now I'm writing this review from the same iPhone ! iPhone is good and perfect ! I've checked the warranty on apple website and it clearly telling me that my iPhone is genuine ! Thanks Amazon !"
1.0 , 31 March 2016,"Awful, the first phone had a defect with the audio while video recording, heating up is also a major issue with battery fluctuations.  On replacement,  they have sent a worst one with low incoming voice, same previous defect. Please don't buy from here, the product is not worth the money. And now they are refusing to even replace again."
