Rating,Date,Review,,,,,,,,,,,,,,
1, 27 October 2014,"Chetan! Chetan! Who are you?Where are you headed, do you have a clue?I bought your book and read it through,Trust me dear, there is nothing new!A horny hero and a pretty heroine,A prestigious college, stereotypic routine!The story line is an absolute miss,Front page ad in TOI, for a book like this?The back cover talks about Hindi and English,All that is just plain marketing rubbish.This book breaks no language differences,Hasn’t even escaped Bhagat’s prejudiced preferences.I loved you once when you wrote good fun.Best of all, ‘Five Point Someone’.Since then you are stooping to your lowest low,Half Girlfriend, your final blow?Same story twice, can be an honest mistake.But three and four times? Give me a break!Name your leads and share your location,I can write your next story to Bhagat’s perfection.“Simple English is my style”,Says Chetan Bhagat all the time.I am happy with that, totally fine.But excuse me mister, where is the storyline?Your sexist one-liners are witty no more,Don’t you remember, you’ve told them before?You claim that your writing is for the rich to the slums,They have better IQs than that, don’t underestimate them.You are an author who could have been!You’ve let it go for the silver screen.Are you trying to increase you reader hood?Or simply selling out to Bollywood?There have been authors just like you,Who’ve written good books and screenplays too.But you’ve got too carried away and lost the act,And quoting your Alma matter to hide that fact.Chetan O’ Chetan, Where are you?I am not an elitist, I used to really like you.Give us simple but also different and new.Slow your star-chase and get real dude!",,,,,,,,,,,,,,
3, 24 May 2015,"Chetan Bhagat uses simple English to narrate his story. He keeps the plot easy so that the readers do not find it heavy to remember the names, scenes and happenings. The 260-pages novel is divided into three parts: Delhi, Bihar and New York. The college days is described funnily by the author as he masters in telling college and campus stories. But as soon as the book reaches Bihar, you find a sudden transformation in the writing style and even the story. For the research and minute analysis that Chetan has done on Bihar and the whole culture, attitude and priorities of locals living there should be applauded. The mindset of people living in small towns or non-metro cities is very well portrayed in the 2nd part of the book. Coming to the last part of New York, I found it to be the weakest link in the book because of which I find the book falling down to the mediocre level even when it was moving excellently in its first 2/3rd part. Therefore, the novel neither let the message overcome your previous assumptions (related to class system based on English speaking skills) nor the story impresses you at the end of the tale.  There are few scenes that definitely stay with you: When Madhav’s friend asks him to make Bihar proud by sexually involving with his high-notch metro-city girlfriend. How it keeps echoing in his mind that he has to make his state proud makes you laugh. Another moment when Madhav reciprocates to interviewers makes you jump off your seat. CB purposefully inserts scenarios that we wish to do in real life but couldn't and therefore, his story clicks with younger audience. Another thrilling experience is the moment when you realize Riya has disappeared suddenly leaving Madhav behind. Moments like this keeps Half Girlfriend in your hands until you don’t finish it off in one go. There are several drawbacks too; biggest being the anti-climax and climax. It is so stretched that you will find yourself skipping pages to find that one page which would give story a final turn. Also, the characters except Madhav and Riya aren’t being involved much otherwise it could have been more fun finding Madhav fighting against everyone’s demon of demeaning people with bad English.  Overall, Chetan Bhagat has somehow succeeded in what he wanted to deliver through this book. If you aren't speaking fluent English, you won’t be ashamed in future and will give reference of the book to the people/group of people judging you. If you hang around with a girl, kiss her and still, cannot call her your girlfriend, you have got a new term to refer what your relationship with her is. I give this book 3.25/5. I wish climax would have been a bit shorter and better. Half Girlfriend can also be called “Book version of Raanjhanaa(Sonam Kapoor statter)”.",,,,,,,,,,,,,,
1, 27 October 2014,the last 20 pages are missing i hate it,,,,,,,,,,,,,,
3, 19 December 2015,"Yet again, Chetan Bhagat has produced a novel that is more a Bollywood script than a novel. The scenes and situations are constructed in such a manner that almost each and every page acts as a shout-out to all the major productions houses of Bollywood. He could very well have added a PS to the book reading something like'I have added all the spice and flavour for another major Romantic Masala Potboiler for the benefit of all the Johars and Chopras of Bollywood. And the bidding starts now'The story is quite simple with a regular Bihari boy falling head over heels in love with a girl totally opposite to him in education, lifestyle and background, which is much in tune with his earlier novel '2 States' where the protagonists are from two completely different backgrounds and have to fight against odds to come together. However, in 'Half Girlfriend', neither do the situations bring out too much of a emotional conflict or turmoil nor does the characterisation come out as an example of finesse. Moreover, some of the scenes, like the one at the end where the Bihari boy manages to locate the girl and approaches her right in the middle of her performance, make you say 'SERIOUSLY!' aloud.It is a good read for those who are not well-read and are not interested in good literature but in an entertaining enough plot to pass time before the movie based on the novel comes out.",,,,,,,,,,,,,,
5, 18 May 2016,"Half girlfriend is story describes a man from remote bihar becoming a UN employee in US. He pursue his love even after many hard times. This book will let you finish in one go, but i feel hard in some middle. But eventually, author himself appears and make some plot that has great influence for the entire story. Something changed and he continues his pursuit for love. We all like what he doing in last, it get interesting when closing to climax. Its a good story, what you think about this story will not be your impression when you completes this.",,,,,,,,,,,,,,
1, 15 December 2014,"Seriously ??? What was that ??? So disappointing..  Half girlfriend will leave you with full madness.. Anyways.. what else can u expect.. after few pages I just kept passing by until it said   the end "" which is the best part of the book :)  . SAD !!!""",,,,,,,,,,,,,,
1, 14 November 2014,"One word- AWFUL!!! Chetan Bhagat needs to understand, if we are purchasing a book and taking our time in reading it, we would need good content to keep us going. The book started off fine but by the time you reach the middle, you'd be trying really hard to read all the lines. I really had to convince myself,it will get interesting by the next page! It lacks pace and a good story line!Its hard to believe this guy wrote ""Five point someone"" !!!""",,,,,,,,,,,,,,
1, 28 November 2014,all respect and faith i kept on chetan losses totally in a single day after i reading this book. he writing story for bollywood or what? totally useless. i cant keep quiet and my blood pressure is increasing more and more. since it is social so im not using any harsh words. i cant tolerate yaar. now im in mood to kill any of my dear ones or drink more and die. many used to say chetan writes for youth of india. is this indian youth needs?? pure 3rd rated bollywood masala story..........,,,,,,,,,,,,,,
2, 12 October 2014,"There are so many 5 and 4 star reviews for this book. But, I did not find it that interesting. The engrossment quotient is fine in the first half, but the second half gets really boring and obvious. The chapter that leads to the climax is unexpected and interesting, however, once you are done with that chapter, you almost know what you will find in rest of the 6 to 8 chapters. This makes it even more boring in the end.Cons:1. Its boring in quite a lot of places, except the first few ones.2. Its not a page turner by any means.Pros:1. If you are trying to learn English and need a beginner novel that lets you practice reading, then go for this book. Actually, I would recommend 5 point someone or 2 states as they are more interesting.If you are well read person or used to reading good writers, you will not like this book.",,,,,,,,,,,,,,
1, 17 April 2016,"<a class=a-link-normal"" href=""/Because-all-I-have-is-One-Life/dp/9384081264"">Because all I have is One Life</a>reality based", full of love," sacrifices and fun.""",,,,,,,,,,,,
3, 16 February 2015,"Since most Chetan Bhagat books eventually do become Bollywood movies and make him even more rich :), he probably was inspired to script it before hand making it easier for the script writers chosen to create the movie in the future. While the book's write carries the usual CB reader raves such as being written in simple language, being common enough to identify with, etc.. the plot does feel a lot bollywoodish. Also, it doesn't inspire the reader to imagine much beyond or outside today's typical love story with its twists and turns. It may be worth reading once if you have the time. Otherwise, you can just wait for Adhi Girlfriend"" to hit the screens in next few years"," watch it then. You will not miss anything between the book and the movie like you do when you read some great fiction books concerning middle earth or the JK rowling series and then watch the movies.""",,,,,,,,,,,,,
3, 24 February 2015,"Half girlfriend is a good movie item. There is nothing new from Mr.Chetan Bhagat in this book. It is masaledaar and chatpati like Bingo Mad Angles. We will watch it on the silver screen soon. Actress 5'9 Anushka Sharma for sure..:D. Because in bollywood no other actress is taller than she is. Is there anyone?""",,,,,,,,,,,,,,
3, 16 March 2015,"this book is just okay! Three stars because through the story of this book, Chetan has passed comments on our system on some occasion. Rest,The beautiful girl remains same from author's first book, no change even while describing her beauty. Boy is as usual typical old hindi film style. Both are hero and heroine of the book, there is a typical 90's movies rich girl and boy poor (in english) type drama and then obvious happy ending to it. St. Stephen's college described exactly same as he described IIT Delhi, IIM Ahmadabad, so just copy paste on descriptions here. Looks like this book has been written for a movie and based on the reviews to the book, the script of the movie will be edited. Nothing great about it except some funny one liners.Buy it only if you are travelling in a train and want to pass the time.",,,,,,,,,,,,,,
3, 26 November 2014,"Of all of the Chetan Bhagat's stories , this might look the most un real one. It was actually more like a Karan Johar type bollywood drama. Even though it was a fine story, the last part of the book where Madhav found Riya only on his last day in US seemed very unrealistic. First off, you hardly can find people like Madhav who can be so mad in love for a girl and could not forget her even after 2 and half years and secondly running till US with no proper information about the girl and finding it just on the last day of the stay was just over the top.The best part about the book was the story about the school which Madhav and his mother intended to grow and make it a success. The speech that Madhav delivered will give a strong message to all the people reading this book. That is something to be proud of. I wish there could be any 'real' Madhav in today's world who can be so determined and passionate in whatever they wish for- whether it being raising a school in rural India or running behind your love. His character was just amazing!Anyway, overall a nice book. And as always, Chetan Bhagat's book always keep you holding till the end!",,,,,,,,,,,,,,
4, 28 January 2015,"I like Chetan Bhagat's book very much he is great at his place. This is also not upto mark as expected from chetan but still an different love"" story. The book was delivered as mentioned in best condition along with a book marker. The packing was not that much good need to improve in this field. Actually i got this book at its cheapest price on republic days sale i.e. at just INR.61 which was great. NO part of the book was missing like someone said book is duplicate well it is not"," here duplicate in case like tore pages missing pages or else but this does not signify that it is duplicated like that one seeling on the streets  of MUMBAI at just INR. 70 to 100 which are actually duplicates they are scanned the printed copies of original book with same bar code on book and also same ISDN.""",,,,,,,,,,,,,
5, 3 March 2015,"Chetan Bagat is known for his novels, most of which are based on college lives. It's always the same 'ol tale that we all know.BUT, Chetan Bhagat's Half Girlfriend, although keeping the same basic outline, manages a story that is so unique you wanna read it again and again. The slow twists and turns, the secrets, the plot, the setting, the adventure, the mystery, the list goes on and on, but this book is over flowing with everything! Wow! The grammar used could have been of a higher quality, but, nevertheless, it managed to bring out the deepest of feelings and emotions out of the characters. An awesome read! It definitely is going to give you an adrenaline rush! I couldn't wait, so finished the book in 2 days!One of the best books by Chetan!A MUST READ!",,,,,,,,,,,,,,
1, 29 April 2015,"Yes, I had the guts to read this junk because I really didn't have much to do. Firstly, there was nothing wrong with Amazon's delivery or the quality of product. But, reading this made me wonder if I could sue Mr Bhagat for brain damage. This is his worst work so far, if you can call the rest of them works"". Please don't read this and save our nation from the clutches of idiocy and corporate sellouts like the ""author"" of this ""masterpiece""! I could return this junk to Amazon I would pay them to burn it and at least 5 more. If he comes up with a sequel called Quarter Girlfriend"," I'm leaving this planet.""",,,,,,,,,,,,,
3, 28 October 2015,"With lot of expectations i ordered the book.But the story is very usual . Boy meets rich girl, who is not happy with her high society.She marries her family friend and he is heart broken.She then breaks her marriage after facing abuse from her in laws and husband.Later again both meet at his hometown.His mother doesnt approves their relationship and again she runs away by citing her death.Later he finds her journals and finds out she is alive.He chases her and atlast meet her and both marry.A typical masala book.A very usual story read many times.But for rate which i got is fair deal and the delivery is very prompt and book received is also in good condition.",,,,,,,,,,,,,,
4, 3 November 2014,Completed just within 5 days and half of book just in single day. I can't stop reading myself for late night. Initially story start little slow but after reading half of book you may not able to put it down without reading next page.,,,,,,,,,,,,,,
1, 28 December 2014,A boring read!! Have kept it aside . Mr. Bhagat seems to have run out of ideas.,,,,,,,,,,,,,,
4, 26 February 2015,"Good one time read!!The best thing about all of chetan's work is the simplicity of the his plots, the village scenes.The guy struggling till the last moment, doing anything he can to get this girl back.The best scene according to me was the one when madhav struggles through the snowfall to get to the place where Riya has a performance. No public transport to take him there, the temperature is freezing low.Finally when he reaches the place and gets on to the stage when Riya is performing, Riya opening her eyes and breaking into tears on seeing madhav right in front of her.A good one time read and yes even I felt it was more of a Bollywood script.",,,,,,,,,,,,,,
1, 16 February 2016,"Usually I dont write review but this worst novel compelled me to write..madhav who falls in love wid riya not bcuz of riya's nature but her beauty..but Riya doesn't like him to be her boyfrnd even she mentioned it...butadhav who is lusty n jst wnt to kiss her or be physicall wid her, alwayz wait for that moment..In d end riya says Yes to him..Moral: If u run after girl continusly at d end she wl accept ur proposal..moreover madhav who didn't do job bcuz he wanted to be wid her mothr alwayz mentions in front of everyone that i came here becuz of serving to my school...Chetan sir u wre not supposed to leave so much weak points in story's background..",,,,,,,,,,,,,,
1, 26 December 2015,"Shocking Incomplete PrintingI just could not read the story because the book has only half"" pages printed and rest are BLANCK.It is hard to believe that page 160", the most of balance 100 pages are not printed.After reading upto page 160, it was SHOCKING to find page 161 was Blank - no printing at all.The same was true for many subsequent pages.It is PITY thatAMAZON  and publisher RUPA are producing and selling such POOR quality of Books.I read the book NOW," although bought some weeks ago. The entire pleasure and efforts to read 160 pages has gone waste.How one should correct this situation?""",,,,,,,,,,,
4, 1 November 2014,First of all thanks to chetan to pull his thoughts below iit and iim .. This time it is DU's St. Stephens.Another typical love story from CB. Starting with the title.. Half Girlfriend..the phrase itself has been used only 3 or 4 times in the book n killing our imagination regarding the plot it says something else. Story simply describes the affection n love irrespective of too widened class difference and the deep dedication of protagonist to win over the fact of impossible love story.Try it if U like climax type ends.It won't take much time... I completed the whole book in 1 sitting(resting or lying) of 7 hrs(22:15 to 04:30).,,,,,,,,,,,,,,
2, 28 June 2015,"The book was a decent read. Chetan Bhagat seems to targeting the same college love angle. Chetan was probably in a hurry writing this book to get it out in time. He again might have been thinking that one of the hindi movie producers will pick up this book.The protagonist was a horny young guy who had only one thing in his mind all the time. I think it is ok to be horny at that age but this guy could only think of one thing, like his mind was shut to everything outside of this. Dont know what the girl liked in him and why was she at all attracted towards him.Anyways it was an easy read and was able to complete this in one sitting.",,,,,,,,,,,,,,
1, 9 September 2015,"The worst book I have ever read in my life. Please ignore Half girlfriend"" however auto-drivers or village people can enjoy this novel as it is full of unrealistic elements like a telugu or a bollywood movie.""",,,,,,,,,,,,,,
1, 2 December 2014,i had seen dozen movies with these kind of story. Don't waste your time.,,,,,,,,,,,,,,
5, 24 August 2015,bought the book for 60rs.the quality of book is awesome for such a price.a good book to have in ur bookshelf.i posted a review regarding the quality soon after i received the book.but after reading it am reposting the review.i loved 2states book of C.B.and bought this book ignoring all the reviews posted.but i regret buying this book even for 60rs.this book is not expected from the author of 2states and 3 mistakes of my life.,,,,,,,,,,,,,,
1, 13 November 2014,"Disappointing 'pedestrian prose'! But for the parts that spoke about Stephens which is my almamater (fantastic research on that I have to say!), this book is like the script of a predictable Bollywood flick.",,,,,,,,,,,,,,
